C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
197406;W96-9;02;40009;110899
197406;W96-9;03;31418;79547
197406;W96-9;70;8319;21544
197406;W96-9;81;6605;22210
197406;W96-9;84;288;717
197406;W96-9;75;88;491
197407;W96-1;01;605;4139
197407;W96-1;02;5634;29914
197407;W96-1;03;12360;79731
197407;W96-1;70;10104;81642
197407;W96-1;81;1050;10843
197407;W96-1;71;295;7277
197407;W96-1;84;305;3013
197407;W96-1;60;9532;78958
197407;W96-1;74;229;3208
197407;W96-1;999;68;1218
197407;W96-2;01;36654;212897
197407;W96-2;02;46715;360596
197407;W96-2;03;188031;1626511
197407;W96-2;70;97474;898405
197407;W96-2;81;1786;3737
197407;W96-2;73;2967;49991
197407;W96-2;83;2282;3989
197407;W96-2;84;12683;167949
197407;W96-2;60;159850;1620372
197407;W96-2;74;1324;19865
197407;W96-2;999;2634;31388
197407;W96-3;01;8282;35902
197407;W96-3;02;19289;106482
197407;W96-3;03;53032;372473
197407;W96-3;70;2372;9004
197407;W96-3;81;1351;6104
197407;W96-3;73;1296;24956
197407;W96-3;71;1125;21954
197407;W96-3;83;1211;2673
197407;W96-3;84;905;13227
197407;W96-3;60;21175;276930
197407;W96-3;75;186;9242
197407;W96-3;74;5084;81267
197407;W96-3;998;108;214
197407;W96-3;999;2573;31208
197407;W96-4;01;19264;101261
197407;W96-4;02;29950;150043
197407;W96-4;03;69399;539884
197407;W96-4;70;19346;107147
197407;W96-4;81;6063;28789
197407;W96-4;73;4742;64407
197407;W96-4;71;1566;31393
197407;W96-4;83;1801;5039
197407;W96-4;84;3048;28228
197407;W96-4;60;72573;757277
197407;W96-4;75;59;5201
197407;W96-4;72;713;14662
197407;W96-4;74;2854;29162
197407;W96-4;998;400;2827
197407;W96-4;999;3431;40801
197407;W96-5;01;43589;186902
197407;W96-5;02;105009;663288
197407;W96-5;03;135123;855472
197407;W96-5;70;38924;126438
197407;W96-5;81;14178;54654
197407;W96-5;73;11080;146994
197407;W96-5;71;1585;21185
197407;W96-5;83;2219;3031
197407;W96-5;84;5375;66813
197407;W96-5;60;132264;1275121
197407;W96-5;72;249;4857
197407;W96-5;74;381;5006
197407;W96-5;998;4286;17446
197407;W96-5;999;6356;60651
197407;W96-6;01;20531;59227
197407;W96-6;02;25792;156548
197407;W96-6;03;70560;500621
197407;W96-6;70;9129;33654
197407;W96-6;81;4937;34036
197407;W96-6;73;2873;47647
197407;W96-6;71;728;15482
197407;W96-6;83;5292;11657
197407;W96-6;84;2567;23130
197407;W96-6;60;57835;711960
197407;W96-6;75;306;6789
197407;W96-6;72;51;958
197407;W96-6;74;1009;12302
197407;W96-6;998;729;6943
197407;W96-6;999;4930;46288
197407;W96-7;01;82271;329469
197407;W96-7;02;99080;522883
197407;W96-7;03;264498;2025557
197407;W96-7;70;65335;228253
197407;W96-7;81;3122;21923
197407;W96-7;73;2639;40958
197407;W96-7;71;67;1626
197407;W96-7;83;11088;21922
197407;W96-7;84;3373;37934
197407;W96-7;60;281830;2800466
197407;W96-7;75;334;3564
197407;W96-7;74;312;4315
197407;W96-7;998;5341;49983
197407;W96-7;999;19703;79972
197407;W96-8;01;16475;66420
197407;W96-8;02;20178;103832
197407;W96-8;03;37659;270810
197407;W96-8;70;13033;68495
197407;W96-8;81;3765;22217
197407;W96-8;73;2401;31308
197407;W96-8;83;590;912
197407;W96-8;84;1493;14408
197407;W96-8;60;58039;600319
197407;W96-8;75;127;4462
197407;W96-8;72;36;508
197407;W96-8;74;213;2436
197407;W96-8;999;3245;29947
197407;W96-9;01;74556;190496
197407;W96-9;02;44533;116905
197407;W96-9;03;33596;86863
197407;W96-9;70;22694;53591
197407;W96-9;81;7552;20566
197407;W96-9;84;249;608
197407;W96-9;75;76;362
197408;W96-1;01;919;5090
197408;W96-1;02;6021;34423
197408;W96-1;03;15256;103730
197408;W96-1;70;20331;169246
197408;W96-1;81;948;7725
197408;W96-1;71;154;6633
197408;W96-1;84;253;2292
197408;W96-1;60;12155;115287
197408;W96-1;72;226;4162
197408;W96-1;74;239;5807
197408;W96-1;999;89;934
197408;W96-2;01;42725;275663
197408;W96-2;02;47285;404986
197408;W96-2;03;184834;1889381
197408;W96-2;70;65905;739243
197408;W96-2;81;2319;4557
197408;W96-2;73;2716;61138
197408;W96-2;83;3533;5451
197408;W96-2;84;12348;185438
197408;W96-2;60;147739;1914656
197408;W96-2;74;1440;22123
197408;W96-2;999;3633;51060
197408;W96-3;01;9382;41243
197408;W96-3;02;21839;119041
197408;W96-3;03;62406;424082
197408;W96-3;70;8500;29467
197408;W96-3;81;1501;7006
197408;W96-3;73;1749;39094
197408;W96-3;71;1105;22665
197408;W96-3;83;1223;2381
197408;W96-3;84;919;10144
197408;W96-3;60;22442;341794
197408;W96-3;75;165;8877
197408;W96-3;74;4866;80025
197408;W96-3;998;487;3974
197408;W96-3;999;2944;34854
197408;W96-4;01;20470;110231
197408;W96-4;02;35796;180174
197408;W96-4;03;78494;647879
197408;W96-4;70;19520;128612
197408;W96-4;81;4288;27931
197408;W96-4;73;3821;66140
197408;W96-4;71;1802;46091
197408;W96-4;83;2022;3608
197408;W96-4;84;2166;22854
197408;W96-4;60;77814;963883
197408;W96-4;75;50;5210
197408;W96-4;72;636;14610
197408;W96-4;74;2416;31869
197408;W96-4;998;77;548
197408;W96-4;999;3090;44534
197408;W96-5;01;50663;244195
197408;W96-5;02;115791;764258
197408;W96-5;03;143872;1025052
197408;W96-5;70;37939;141796
197408;W96-5;81;11585;54187
197408;W96-5;73;10614;171296
197408;W96-5;71;1347;23087
197408;W96-5;83;4617;8073
197408;W96-5;84;6000;85979
197408;W96-5;60;145181;1621047
197408;W96-5;72;299;6197
197408;W96-5;74;366;5084
197408;W96-5;998;4930;25470
197408;W96-5;999;7827;80721
197408;W96-6;01;23269;68411
197408;W96-6;02;32360;194547
197408;W96-6;03;84863;595887
197408;W96-6;70;9272;35006
197408;W96-6;81;4221;41537
197408;W96-6;73;1996;43834
197408;W96-6;71;765;16309
197408;W96-6;83;10346;17974
197408;W96-6;84;2678;40210
197408;W96-6;60;67324;889336
197408;W96-6;75;322;7266
197408;W96-6;74;881;13072
197408;W96-6;998;437;6001
197408;W96-6;999;3456;34481
197408;W96-7;01;88305;412792
197408;W96-7;02;97828;576025
197408;W96-7;03;274245;2347140
197408;W96-7;70;53070;195882
197408;W96-7;81;8503;29985
197408;W96-7;73;3260;62986
197408;W96-7;71;166;3166
197408;W96-7;83;6631;14331
197408;W96-7;84;2517;28138
197408;W96-7;60;295877;3329268
197408;W96-7;75;211;2639
197408;W96-7;74;257;4207
197408;W96-7;998;5383;53375
197408;W96-7;999;10206;52391
197408;W96-8;01;16213;83825
197408;W96-8;02;22307;125526
197408;W96-8;03;40102;328511
197408;W96-8;70;12401;60344
197408;W96-8;81;3561;21956
197408;W96-8;73;2248;42120
197408;W96-8;83;1004;3340
197408;W96-8;84;1957;18563
197408;W96-8;60;63824;693083
197408;W96-8;75;143;6802
197408;W96-8;72;19;337
197408;W96-8;74;330;4336
197408;W96-8;999;2740;39234
197408;W96-9;01;80101;213114
197408;W96-9;02;51575;139366
197408;W96-9;03;37773;95650
197408;W96-9;70;25367;63183
197408;W96-9;81;8241;23156
197408;W96-9;84;302;831
197408;W96-9;75;41;216
197409;W96-1;01;769;4507
197409;W96-1;02;5750;25820
197409;W96-1;03;10659;47354
197409;W96-1;70;3908;20478
197409;W96-1;81;1102;2208
197409;W96-1;71;305;7902
197409;W96-1;84;152;894
197409;W96-1;60;3628;25943
197409;W96-1;72;143;1995
197409;W96-1;74;240;5471
197409;W96-1;998;3;24
197409;W96-1;999;10;396
197409;W96-2;01;30311;172717
197409;W96-2;02;25670;182439
197409;W96-2;03;62957;542283
197409;W96-2;70;6649;54368
197409;W96-2;81;1063;1339
197409;W96-2;73;333;3901
197409;W96-2;83;3032;3964
197409;W96-2;84;4091;67455
197409;W96-2;60;25644;343965
197409;W96-2;74;702;9976
197409;W96-2;999;257;5063
197409;W96-3;01;11375;38028
197409;W96-3;02;19709;86181
197409;W96-3;03;43239;224265
197409;W96-3;70;7891;28490
197409;W96-3;81;962;2061
197409;W96-3;73;505;9836
197409;W96-3;71;988;25237
197409;W96-3;83;620;854
197409;W96-3;84;618;5830
197409;W96-3;60;10575;128788
197409;W96-3;75;232;8219
197409;W96-3;74;3552;60771
197409;W96-3;998;1097;6662
197409;W96-3;999;890;4608
197409;W96-4;01;20610;88354
197409;W96-4;02;25967;103535
197409;W96-4;03;41972;282507
197409;W96-4;70;1863;10025
197409;W96-4;81;2306;8093
197409;W96-4;73;628;10172
197409;W96-4;71;1710;42418
197409;W96-4;83;1358;1662
197409;W96-4;84;1210;7988
197409;W96-4;60;20389;244286
197409;W96-4;75;62;5025
197409;W96-4;72;604;14239
197409;W96-4;74;1566;20897
197409;W96-4;998;29;103
197409;W96-4;999;523;7745
197409;W96-5;01;42840;170268
197409;W96-5;02;76282;434838
197409;W96-5;03;71117;425851
197409;W96-5;70;7143;22559
197409;W96-5;81;6824;29253
197409;W96-5;73;2897;40843
197409;W96-5;71;1556;24722
197409;W96-5;83;3850;8742
197409;W96-5;84;1978;38372
197409;W96-5;60;41639;437707
197409;W96-5;72;300;4533
197409;W96-5;74;283;4041
197409;W96-5;998;2065;7233
197409;W96-5;999;2272;14346
197409;W96-6;01;22830;57533
197409;W96-6;02;24698;120804
197409;W96-6;03;51709;296821
197409;W96-6;70;2075;4635
197409;W96-6;81;2524;16399
197409;W96-6;73;490;14453
197409;W96-6;71;709;15236
197409;W96-6;83;6476;9123
197409;W96-6;84;1868;10991
197409;W96-6;60;23787;294392
197409;W96-6;75;333;7877
197409;W96-6;74;538;7511
197409;W96-6;998;223;1538
197409;W96-6;999;2626;24609
197409;W96-7;01;70445;258491
197409;W96-7;02;64861;296593
197409;W96-7;03;148262;1080515
197409;W96-7;70;8342;21496
197409;W96-7;81;3482;8943
197409;W96-7;73;787;14508
197409;W96-7;71;103;2820
197409;W96-7;83;4185;9612
197409;W96-7;84;493;4381
197409;W96-7;60;99450;1085862
197409;W96-7;75;281;3190
197409;W96-7;74;230;3939
197409;W96-7;998;2812;23973
197409;W96-7;999;1809;10714
197409;W96-8;01;14252;54855
197409;W96-8;02;17705;75346
197409;W96-8;03;25523;154738
197409;W96-8;70;1286;7101
197409;W96-8;81;1162;6384
197409;W96-8;73;857;12635
197409;W96-8;83;105;113
197409;W96-8;84;1085;8559
197409;W96-8;60;24622;232069
197409;W96-8;75;126;4896
197409;W96-8;72;40;566
197409;W96-8;74;116;2769
197409;W96-8;998;25;383
197409;W96-8;999;1780;14836
197409;W96-9;01;89090;239459
197409;W96-9;02;51100;138501
197409;W96-9;03;35103;92471
197409;W96-9;70;6602;16959
197409;W96-9;81;5632;20160
197409;W96-9;84;261;640
197409;W96-9;75;78;387
197410;W96-1;01;719;3788
197410;W96-1;02;4195;14101
197410;W96-1;03;5272;15670
197410;W96-1;81;753;1419
197410;W96-1;71;357;8453
197410;W96-1;84;8;90
197410;W96-1;60;1558;7696
197410;W96-1;72;105;1891
197410;W96-1;74;185;2764
197410;W96-1;999;1;38
197410;W96-2;01;12619;46442
197410;W96-2;02;7326;23710
197410;W96-2;03;14610;53352
197410;W96-2;70;132;927
197410;W96-2;81;444;849
197410;W96-2;73;0;72
197410;W96-2;83;797;924
197410;W96-2;84;775;11623
197410;W96-2;60;2177;24141
197410;W96-2;74;132;2904
197410;W96-2;999;78;393
197410;W96-3;01;8077;23177
197410;W96-3;02;14105;50384
197410;W96-3;03;24761;96878
197410;W96-3;70;178;787
197410;W96-3;81;527;1000
197410;W96-3;73;264;5016
197410;W96-3;71;444;9956
197410;W96-3;83;368;400
197410;W96-3;84;771;4153
197410;W96-3;60;3951;45976
197410;W96-3;75;246;8733
197410;W96-3;74;2672;46117
197410;W96-3;998;204;217
197410;W96-3;999;494;1774
197410;W96-4;01;13999;49431
197410;W96-4;02;16783;52741
197410;W96-4;03;18168;98923
197410;W96-4;70;65;352
197410;W96-4;81;1744;4304
197410;W96-4;73;444;6769
197410;W96-4;71;1851;44217
197410;W96-4;83;218;228
197410;W96-4;84;893;5445
197410;W96-4;60;4001;47252
197410;W96-4;75;56;5132
197410;W96-4;72;630;13961
197410;W96-4;74;863;12428
197410;W96-4;998;83;263
197410;W96-4;999;219;2597
197410;W96-5;01;25652;72619
197410;W96-5;02;35791;126404
197410;W96-5;03;27188;92689
197410;W96-5;70;296;814
197410;W96-5;81;2983;12387
197410;W96-5;73;609;5638
197410;W96-5;71;1645;26957
197410;W96-5;83;524;756
197410;W96-5;84;1042;9535
197410;W96-5;60;7100;61368
197410;W96-5;72;320;3530
197410;W96-5;74;207;2850
197410;W96-5;998;146;334
197410;W96-5;999;401;1723
197410;W96-6;01;19246;39269
197410;W96-6;02;15012;50967
197410;W96-6;03;28863;111412
197410;W96-6;70;911;1010
197410;W96-6;81;1616;3996
197410;W96-6;73;280;4819
197410;W96-6;71;423;12317
197410;W96-6;83;4000;5362
197410;W96-6;84;1325;7423
197410;W96-6;60;5748;55803
197410;W96-6;75;296;8253
197410;W96-6;74;260;4607
197410;W96-6;998;157;382
197410;W96-6;999;1472;8789
197410;W96-7;01;35156;90659
197410;W96-7;02;27367;75594
197410;W96-7;03;44597;183348
197410;W96-7;70;906;4781
197410;W96-7;81;2071;3218
197410;W96-7;73;59;251
197410;W96-7;71;0;270
197410;W96-7;83;319;585
197410;W96-7;84;128;1027
197410;W96-7;60;13935;118001
197410;W96-7;75;361;2981
197410;W96-7;74;75;1187
197410;W96-7;998;218;943
197410;W96-7;999;1017;7355
197410;W96-8;01;5462;14102
197410;W96-8;02;9582;26724
197410;W96-8;03;7851;34186
197410;W96-8;70;1232;2791
197410;W96-8;81;650;2790
197410;W96-8;73;189;2966
197410;W96-8;84;416;2136
197410;W96-8;60;4335;31831
197410;W96-8;75;92;5323
197410;W96-8;72;2;96
197410;W96-8;74;223;2076
197410;W96-8;999;647;4389
197410;W96-9;01;61254;170564
197410;W96-9;02;31763;93202
197410;W96-9;03;25706;70074
197410;W96-9;70;1562;3907
197410;W96-9;81;4340;18248
197410;W96-9;84;203;600
197410;W96-9;75;79;508
197411;W96-1;01;327;2619
197411;W96-1;02;2297;9892
197411;W96-1;03;2258;5824
197411;W96-1;81;498;861
197411;W96-1;71;242;8098
197411;W96-1;84;205;365
197411;W96-1;60;327;2022
197411;W96-1;72;137;2006
197411;W96-1;74;194;4617
197411;W96-2;01;6305;11308
197411;W96-2;02;3232;6514
197411;W96-2;03;7052;15212
197411;W96-2;70;4;6
197411;W96-2;81;347;480
197411;W96-2;84;55;3209
197411;W96-2;60;232;1619
197411;W96-2;999;84;220
197411;W96-3;01;5118;14214
197411;W96-3;02;7206;29684
197411;W96-3;03;16262;55647
197411;W96-3;70;67;198
197411;W96-3;81;393;972
197411;W96-3;73;159;3860
197411;W96-3;71;956;22414
197411;W96-3;83;210;267
197411;W96-3;84;795;3911
197411;W96-3;60;2216;14561
197411;W96-3;75;253;8655
197411;W96-3;74;1529;29263
197411;W96-3;998;101;128
197411;W96-3;999;543;1704
197411;W96-4;01;9862;27772
197411;W96-4;02;11517;34833
197411;W96-4;03;11650;53207
197411;W96-4;70;2;10
197411;W96-4;81;1148;3575
197411;W96-4;73;169;2735
197411;W96-4;71;2197;42464
197411;W96-4;83;224;428
197411;W96-4;84;683;4521
197411;W96-4;60;1464;16277
197411;W96-4;75;47;4926
197411;W96-4;72;505;12226
197411;W96-4;74;331;6426
197411;W96-4;998;0;3
197411;W96-4;999;57;840
197411;W96-5;01;11816;26770
197411;W96-5;02;17179;48182
197411;W96-5;03;15016;39753
197411;W96-5;70;34;202
197411;W96-5;81;1737;8035
197411;W96-5;73;539;2522
197411;W96-5;71;1447;22928
197411;W96-5;83;413;1219
197411;W96-5;84;492;2869
197411;W96-5;60;1894;9421
197411;W96-5;72;145;2532
197411;W96-5;74;151;2283
197411;W96-5;998;1613;3863
197411;W96-5;999;113;719
197411;W96-6;01;12720;27294
197411;W96-6;02;11384;28224
197411;W96-6;03;18881;56881
197411;W96-6;70;341;405
197411;W96-6;81;1126;5329
197411;W96-6;73;171;2542
197411;W96-6;71;275;7759
197411;W96-6;83;211;260
197411;W96-6;84;1251;8041
197411;W96-6;60;2656;16020
197411;W96-6;75;279;7441
197411;W96-6;74;403;6066
197411;W96-6;998;293;383
197411;W96-6;999;500;1539
197411;W96-7;01;12986;31061
197411;W96-7;02;10882;25985
197411;W96-7;03;16913;46785
197411;W96-7;70;78;4016
197411;W96-7;81;4650;8611
197411;W96-7;73;32;80
197411;W96-7;71;120;1920
197411;W96-7;84;61;201
197411;W96-7;60;11153;29207
197411;W96-7;75;376;3530
197411;W96-7;72;75;1999
197411;W96-7;74;50;900
197411;W96-7;998;382;1330
197411;W96-8;01;4292;8680
197411;W96-8;02;5233;10557
197411;W96-8;03;3799;9966
197411;W96-8;70;25;31
197411;W96-8;81;639;1008
197411;W96-8;73;161;2260
197411;W96-8;83;11;11
197411;W96-8;84;500;1004
197411;W96-8;60;1167;7534
197411;W96-8;75;88;4564
197411;W96-8;74;151;2086
197411;W96-9;01;40048;98047
197411;W96-9;02;18491;52181
197411;W96-9;03;13932;39490
197411;W96-9;70;149;441
197411;W96-9;81;2259;10625
197411;W96-9;84;220;526
197411;W96-9;75;101;505
197412;W96-1;01;92;563
197412;W96-1;02;1288;5168
197412;W96-1;03;1220;4115
197412;W96-1;81;222;402
197412;W96-1;71;66;4748
197412;W96-1;60;170;889
197412;W96-1;72;98;793
197412;W96-1;74;46;1698
197412;W96-2;01;8938;45550
197412;W96-2;02;7147;38593
197412;W96-2;03;16028;83101
197412;W96-2;70;34;218
197412;W96-2;81;142;609
197412;W96-2;73;51;304
197412;W96-2;83;22;99
197412;W96-2;84;2384;19454
197412;W96-2;60;6319;41563
197412;W96-2;999;153;432
197412;W96-3;01;4180;14942
197412;W96-3;02;6433;32042
197412;W96-3;03;21402;108881
197412;W96-3;70;396;1449
197412;W96-3;81;608;3360
197412;W96-3;73;247;3920
197412;W96-3;71;304;14748
197412;W96-3;83;1290;2148
197412;W96-3;84;733;4209
197412;W96-3;60;6990;42334
197412;W96-3;75;160;8065
197412;W96-3;74;1563;16986
197412;W96-3;998;129;413
197412;W96-3;999;214;747
197412;W96-4;01;8466;24238
197412;W96-4;02;11019;41364
197412;W96-4;03;17217;89580
197412;W96-4;81;1376;5343
197412;W96-4;73;1201;8442
197412;W96-4;71;3;16795
197412;W96-4;83;592;3335
197412;W96-4;84;524;3007
197412;W96-4;60;7927;51912
197412;W96-4;75;52;5046
197412;W96-4;72;33;5125
197412;W96-4;74;913;5809
197412;W96-4;998;34;336
197412;W96-4;999;94;979
197412;W96-5;01;19697;88687
197412;W96-5;02;46309;274533
197412;W96-5;03;50363;286438
197412;W96-5;70;451;3317
197412;W96-5;81;3119;15726
197412;W96-5;73;9461;67124
197412;W96-5;71;385;10885
197412;W96-5;83;1025;6807
197412;W96-5;84;3542;29167
197412;W96-5;60;44915;285166
197412;W96-5;72;268;2511
197412;W96-5;74;224;1714
197412;W96-5;998;5754;34269
197412;W96-5;999;3861;26155
197412;W96-6;01;10391;30646
197412;W96-6;02;15105;84936
197412;W96-6;03;35952;191292
197412;W96-6;70;115;482
197412;W96-6;81;1773;11088
197412;W96-6;73;882;6323
197412;W96-6;71;0;1857
197412;W96-6;83;843;3784
197412;W96-6;84;1662;14207
197412;W96-6;60;23603;168569
197412;W96-6;75;109;4765
197412;W96-6;74;515;6788
197412;W96-6;998;81;462
197412;W96-6;999;965;5284
197412;W96-7;01;34330;206519
197412;W96-7;02;40679;270622
197412;W96-7;03;118413;824052
197412;W96-7;70;2370;19475
197412;W96-7;81;1751;6192
197412;W96-7;73;959;6947
197412;W96-7;83;462;2455
197412;W96-7;84;1166;12034
197412;W96-7;60;106716;718759
197412;W96-7;75;377;4245
197412;W96-7;72;103;1954
197412;W96-7;74;18;62
197412;W96-7;998;3333;17714
197412;W96-7;999;1941;6307
197412;W96-8;01;13200;91156
197412;W96-8;02;13402;82049
197412;W96-8;03;21676;139823
197412;W96-8;70;1567;12124
197412;W96-8;81;1182;7087
197412;W96-8;73;709;5364
197412;W96-8;83;35;105
197412;W96-8;84;2663;16006
197412;W96-8;60;29600;199180
197412;W96-8;75;156;8512
197412;W96-8;74;243;2005
197412;W96-8;998;94;508
197412;W96-8;999;186;1258
197412;W96-9;01;30834;78131
197412;W96-9;02;16417;45869
197412;W96-9;03;11600;35331
197412;W96-9;70;54;327
197412;W96-9;81;2108;8700
197412;W96-9;84;133;480
197412;W96-9;75;53;318
197501;W96-1;01;119;1059
197501;W96-1;02;1248;6274
197501;W96-1;03;1322;4250
197501;W96-1;81;241;439
197501;W96-1;71;255;6517
197501;W96-1;84;214;447
197501;W96-1;60;106;795
197501;W96-1;72;128;2085
197501;W96-1;74;111;2882
197501;W96-2;01;9751;64465
197501;W96-2;02;8454;55921
197501;W96-2;03;13246;83479
197501;W96-2;70;3;115
197501;W96-2;81;252;1717
197501;W96-2;73;249;907
197501;W96-2;83;119;655
197501;W96-2;84;1563;21482
197501;W96-2;60;2902;32011
197501;W96-2;999;123;480
197501;W96-3;01;4219;15342
197501;W96-3;02;7161;35690
197501;W96-3;03;19979;109413
197501;W96-3;70;411;1216
197501;W96-3;81;434;2428
197501;W96-3;73;232;3804
197501;W96-3;71;756;13397
197501;W96-3;83;912;2021
197501;W96-3;84;1246;7363
197501;W96-3;60;5347;35890
197501;W96-3;75;267;8418
197501;W96-3;72;204;3727
197501;W96-3;74;2286;29399
197501;W96-3;998;84;388
197501;W96-3;999;107;733
197501;W96-4;01;9193;30603
197501;W96-4;02;10726;43232
197501;W96-4;03;17502;94619
197501;W96-4;70;5;16
197501;W96-4;81;1927;9495
197501;W96-4;73;742;8769
197501;W96-4;71;1424;22194
197501;W96-4;83;1032;3662
197501;W96-4;84;1186;6013
197501;W96-4;60;4557;37840
197501;W96-4;75;47;4990
197501;W96-4;72;115;1736
197501;W96-4;74;1171;9339
197501;W96-4;998;21;59
197501;W96-4;999;85;741
197501;W96-5;01;19879;121648
197501;W96-5;02;57053;404134
197501;W96-5;03;51623;364762
197501;W96-5;70;371;3955
197501;W96-5;81;5093;33195
197501;W96-5;73;22519;159525
197501;W96-5;71;1310;14708
197501;W96-5;83;1317;7956
197501;W96-5;84;4099;43142
197501;W96-5;60;31958;267750
197501;W96-5;72;200;3927
197501;W96-5;74;319;2990
197501;W96-5;998;9549;58959
197501;W96-5;999;5122;31587
197501;W96-6;01;11869;36841
197501;W96-6;02;14044;78033
197501;W96-6;03;36550;207834
197501;W96-6;70;210;457
197501;W96-6;81;2736;17582
197501;W96-6;73;1270;10462
197501;W96-6;71;240;3510
197501;W96-6;83;829;3449
197501;W96-6;84;2471;18505
197501;W96-6;60;16653;137536
197501;W96-6;75;317;6263
197501;W96-6;74;532;7528
197501;W96-6;998;567;1096
197501;W96-6;999;1387;7272
197501;W96-7;01;47891;324346
197501;W96-7;02;56084;403205
197501;W96-7;03;142045;1105348
197501;W96-7;70;760;7251
197501;W96-7;81;1702;10030
197501;W96-7;73;2846;18395
